form_name,form_subtype,office_code,publication_date,form_note_en,form_note_es,range_upper,range_upper_unit,range_lower,range_lower_unit,service_request_date,subtype_info_en,subtype_info_es
I-130,134B-F24,FOD,"October 18, 2024",NA,NA,164,Months,106.5,Months,"March 07, 2011",Permanent resident for unmarried son or daughter 21 or older,Residente permanente que presenta solicitud para hijo o hija de 21 años o mayor
I-130,134B-F31,SCD,"October 18, 2024",NA,NA,139.5,Months,133,Months,"March 23, 2013","
U.S. citizen filing for a married son or daughter","
Petición de un ciudadano de EE.UU. para un hijo o una hija casado(a)"
I-130,134B-F31,NBC,"October 18, 2024",NA,NA,82,Months,55.5,Months,"January 04, 2018","
U.S. citizen filing for a married son or daughter","
Petición de un ciudadano de EE.UU. para un hijo o una hija casado(a)"
I-130,134B-F31,FOD,"October 18, 2024",NA,NA,127.5,Months,94,Months,"March 21, 2014","
U.S. citizen filing for a married son or daughter","
Petición de un ciudadano de EE.UU. para un hijo o una hija casado(a)"
I-130,134B-F41,SCD,"October 18, 2024",NA,NA,157.5,Months,155,Months,"October 02, 2011",U.S. citizen filing for a brother or sister,Petición de un ciudadano de EE.UU. para un hermano o una hermana
I-130,134B-F41,NBC,"October 18, 2024",NA,NA,59.5,Months,57,Months,"November 26, 2019",U.S. citizen filing for a brother or sister,Petición de un ciudadano de EE.UU. para un hermano o una hermana
I-130,134B-F41,FOD,"October 18, 2024",NA,NA,181.5,Months,111.5,Months,"September 24, 2009",U.S. citizen filing for a brother or sister,Petición de un ciudadano de EE.UU. para un hermano o una hermana
I-131,141A-RT,NSC,"October 18, 2024",NA,NA,15.5,Months,14.5,Months,"July 19, 2023",Re-entry permit or refugee travel document,Permiso de reingreso o documento de viaje de refugiado
I-131,141B-OTH,CSC,"October 18, 2024",NA,NA,21,Months,15,Months,"February 06, 2023",Advance parole,Permiso adelantado de viaje
I-131,141B-OTH,NBC,"October 18, 2024",NA,NA,12.5,Months,10.5,Months,"October 30, 2023",Advance parole,Permiso adelantado de viaje
I-131,141B-OTH,NSC,"October 18, 2024",NA,NA,7.5,Months,5.5,Months,"March 18, 2024",Advance parole,Permiso adelantado de viaje
I-131,141B-OTH,SSC,"October 18, 2024",NA,NA,31.5,Months,24.5,Months,"March 26, 2022",Advance parole,Permiso adelantado de viaje
I-131,141B-OTH,ESC,"October 18, 2024",NA,NA,10,Months,7.5,Months,"January 14, 2024",Advance parole,Permiso adelantado de viaje
I-140,136A-E11,NSC,"October 18, 2024",NA,NA,15.5,Months,12.5,Months,"July 18, 2023",Extraordinary ability (E11),Capacidad extraordinaria (E11)
I-140,136A-E11,SSC,"October 18, 2024",NA,NA,16,Months,14,Months,"July 15, 2023",Extraordinary ability (E11),Capacidad extraordinaria (E11)
I-140,136A-E12,NSC,"October 18, 2024",NA,NA,15.5,Months,12,Months,"July 29, 2023",Outstanding professor or researcher (E12),Profesor o investigador excepcional (E12)
I-140,136A-E12,SSC,"October 18, 2024",NA,NA,13.5,Months,10.5,Months,"September 29, 2023",Outstanding professor or researcher (E12),Profesor o investigador excepcional (E12)
I-140,136A-E13,NSC,"October 18, 2024",NA,NA,13.5,Months,12.5,Months,"September 25, 2023",Multinational executive or manager (E13),Ejecutivo o gerente multinacional (E13)
I-140,136A-E13,SSC,"October 18, 2024",NA,NA,12.5,Months,9.5,Months,"October 19, 2023",Multinational executive or manager (E13),Ejecutivo o gerente multinacional (E13)
I-140,136A-E21,NSC,"October 18, 2024",NA,NA,9,Months,8,Months,"February 06, 2024",Advanced degree or exceptional ability (E21),Grado avanzado o capacidad excepcional (E21)
I-140,136A-E21,SSC,"October 18, 2024",NA,NA,10.5,Months,8.5,Months,"December 27, 2023",Advanced degree or exceptional ability (E21),Grado avanzado o capacidad excepcional (E21)
I-140,136A-E31,NSC,"October 18, 2024",NA,NA,10,Months,8,Months,"January 05, 2024",Skilled worker or professional (E31; E32),Trabajador calificado o profesional (E31; E32)
I-140,136A-E31,SSC,"October 18, 2024",NA,NA,9.5,Months,6.5,Months,"January 21, 2024",Skilled worker or professional (E31; E32),Trabajador calificado o profesional (E31; E32)
I-140,136A-EW3,NSC,"October 18, 2024",NA,NA,10.5,Months,9,Months,"December 20, 2023",Unskilled worker (EW3),Trabajador no calificado (EW3)
I-140,136A-EW3,SSC,"October 18, 2024",NA,NA,10.5,Months,9,Months,"December 30, 2023",Unskilled worker (EW3),Trabajador no calificado (EW3)
I-140,136A-NIW,NSC,"October 18, 2024",NA,NA,15.5,Months,12,Months,"July 28, 2023",Advanced degree or exceptional ability requesting a National Interest Waiver (NIW),"[Persona o Personas] con Certificado de Estudios Superiores o con capacidad excepcional, que solicita(n) una Exención en Razón a Interés Nacional [National Interest Waiver (NIW)]"
I-140,136A-NIW,SSC,"October 18, 2024",NA,NA,14,Months,10,Months,"September 14, 2023",Advanced degree or exceptional ability requesting a National Interest Waiver (NIW),"[Persona o Personas] con Certificado de Estudios Superiores o con capacidad excepcional, que solicita(n) una Exención en Razón a Interés Nacional [National Interest Waiver (NIW)]"
I-140,136A-NUR,NSC,"October 18, 2024",NA,NA,12.5,Months,11.5,Months,"October 25, 2023",Schedule A Nurses,Enfermeras de la Lista A [de conformidad con I-136A]
I-140,136A-NUR,SSC,"October 18, 2024",NA,NA,11,Months,10,Months,"December 04, 2023",Schedule A Nurses,Enfermeras de la Lista A [de conformidad con I-136A]
I-212,144B,NSC,"October 18, 2024",NA,NA,37.5,Months,30,Months,"September 25, 2021",Permission to reapply for admission after deportation and removal,Permiso para volver a solicitar admisión después de deportación o remoción
I-212,144B,FOD,"October 18, 2024",NA,NA,43.5,Months,31.5,Months,"March 20, 2021",Permission to reapply for admission after deportation and removal,Permiso para volver a solicitar admisión después de deportación o remoción
I-360,135B,CSC,"October 18, 2024",NA,NA,6.5,Months,6,Months,"May 09, 2024",All other special immigrants,Todos los otros inmigrantes especiales
I-360,135B,NSC,"October 18, 2024",NA,NA,16.5,Months,14,Months,"June 28, 2023",All other special immigrants,Todos los otros inmigrantes especiales
I-360,135B,ESC,"October 18, 2024",NA,NA,40.5,Months,30.5,Months,"June 29, 2021",All other special immigrants,Todos los otros inmigrantes especiales
I-360,135C,SCD,"October 18, 2024",NA,NA,44.5,Months,41,Months,"February 24, 2021",Violence Against Women Act (VAWA),Ley sobre la Violencia Contra la Mujer(VAWA)
I-360,135D-RW,CSC,"October 18, 2024",NA,NA,7.5,Months,6,Months,"March 17, 2024",Religious workers,Trabajadores religiosos
I-360,135E,NSC,"October 18, 2024",NA,NA,9,Months,4,Months,"February 01, 2024",Afghan or Iraqi Translators and Afghan or Iraqi nationals who worked for on or behalf of the U.S. government,Traductores afganos o iraquíes o nacionales afganos o iraquías que trabajaron a para el Gobierno de Estados Unidos o a nombre de este
I-407,407,EFC,"October 18, 2024",NA,NA,2.5,Months,2,Months,"August 26, 2024",Record of Abandonment of Lawful Permanent Resident Status,Registro de Abandono de Estatus de Residente Permanente Legal
I-485,131A,CSC,"October 18, 2024",NA,NA,26,Months,21.5,Months,"September 02, 2022",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,NSC,"October 18, 2024",NA,NA,19.5,Months,14.5,Months,"March 30, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,SSC,"October 18, 2024",NA,NA,36.5,Months,30,Months,"October 27, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,AGA,"October 18, 2024",NA,NA,14.5,Months,13.5,Months,"August 18, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,ALB,"October 18, 2024",NA,NA,11,Months,7.5,Months,"December 08, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,ABQ,"October 18, 2024",NA,NA,45.5,Months,37.5,Months,"January 15, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,ANC,"October 18, 2024",NA,NA,18,Months,11.5,Months,"May 07, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,ATL,"October 18, 2024",NA,NA,92,Months,38,Months,"March 11, 2017",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,BAL,"October 18, 2024",NA,NA,45.5,Months,39,Months,"January 23, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,BOI,"October 18, 2024",NA,NA,18,Months,11.5,Months,"May 11, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,BOS,"October 18, 2024",NA,NA,17,Months,9,Months,"June 12, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,BNY,"October 18, 2024",NA,NA,15,Months,10,Months,"August 09, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,BUF,"October 18, 2024",NA,NA,14,Months,9,Months,"September 06, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,STA,"October 18, 2024",NA,NA,14,Months,9,Months,"September 15, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,CHL,"October 18, 2024",NA,NA,34.5,Months,26,Months,"December 18, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,CHA,"October 18, 2024",NA,NA,21.5,Months,21,Months,"January 31, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,CLT,"October 18, 2024",NA,NA,44.5,Months,24.5,Months,"February 16, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,CHI,"October 18, 2024",NA,NA,42.5,Months,26.5,Months,"April 28, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,CHR,"October 18, 2024",NA,NA,29,Months,14,Months,"June 10, 2022",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,CIN,"October 18, 2024",NA,NA,15,Months,10.5,Months,"August 10, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,CLE,"October 18, 2024",NA,NA,18.5,Months,8.5,Months,"April 25, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,CLM,"October 18, 2024",NA,NA,23,Months,9,Months,"December 12, 2022",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,NJC,"October 18, 2024",NA,NA,19.5,Months,11.5,Months,"March 21, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,DAL,"October 18, 2024",NA,NA,58.5,Months,41.5,Months,"December 28, 2019",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,DEN,"October 18, 2024",NA,NA,45,Months,34,Months,"February 08, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,DSM,"October 18, 2024",NA,NA,28,Months,22.5,Months,"July 14, 2022",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,DET,"October 18, 2024",NA,NA,23,Months,17,Months,"December 11, 2022",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,ELP,"October 18, 2024",NA,NA,38.5,Months,20,Months,"August 20, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,OFM,"October 18, 2024",NA,NA,29.5,Months,19.5,Months,"May 24, 2022",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,FSA,"October 18, 2024",NA,NA,12.5,Months,8,Months,"October 18, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,FRE,"October 18, 2024",NA,NA,15.5,Months,9.5,Months,"July 30, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,GRR,"October 18, 2024",NA,NA,22.5,Months,14,Months,"December 26, 2022",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,HLG,"October 18, 2024",NA,NA,47,Months,22.5,Months,"December 02, 2020",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,HAR,"October 18, 2024",NA,NA,15,Months,10,Months,"August 14, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,HEL,"October 18, 2024",NA,NA,71.5,Months,71,Months,"December 14, 2018",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,HIA,"October 18, 2024",NA,NA,22.5,Months,12.5,Months,"December 25, 2022",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,HHW,"October 18, 2024",NA,NA,16.5,Months,9,Months,"June 30, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,HOU,"October 18, 2024",NA,NA,57.5,Months,34.5,Months,"January 18, 2020",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,IMP,"October 18, 2024",NA,NA,13.5,Months,8.5,Months,"September 27, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,INP,"October 18, 2024",NA,NA,14.5,Months,9.5,Months,"August 21, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,JAC,"October 18, 2024",NA,NA,38,Months,29.5,Months,"September 07, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,KAN,"October 18, 2024",NA,NA,34,Months,31.5,Months,"January 03, 2022",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,KND,"October 18, 2024",NA,NA,16,Months,10,Months,"July 08, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,LVG,"October 18, 2024",NA,NA,90,Months,82.5,Months,"May 16, 2017",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,LAW,"October 18, 2024",NA,NA,14.5,Months,8,Months,"August 23, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,LNY,"October 18, 2024",NA,NA,14,Months,8,Months,"September 14, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,LOS,"October 18, 2024",NA,NA,18,Months,9.5,Months,"May 02, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,LAC,"October 18, 2024",NA,NA,17,Months,9.5,Months,"June 12, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,LOU,"October 18, 2024",NA,NA,17.5,Months,10.5,Months,"May 19, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,MAN,"October 18, 2024",NA,NA,14.5,Months,9,Months,"August 25, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,MEM,"October 18, 2024",NA,NA,34.5,Months,29,Months,"December 25, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,MIA,"October 18, 2024",NA,NA,49.5,Months,36,Months,"September 21, 2020",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,MIL,"October 18, 2024",NA,NA,55,Months,32.5,Months,"April 01, 2020",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,SPM,"October 18, 2024",NA,NA,42,Months,18,Months,"May 14, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,MGA,"October 18, 2024",NA,NA,36,Months,17,Months,"November 02, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,MTL,"October 18, 2024",NA,NA,20,Months,9,Months,"March 03, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,NTN,"October 18, 2024",NA,NA,43.5,Months,29.5,Months,"March 17, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,NEW,"October 18, 2024",NA,NA,23,Months,13,Months,"December 13, 2022",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,NOL,"October 18, 2024",NA,NA,35.5,Months,25.5,Months,"November 17, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,NYC,"October 18, 2024",NA,NA,17.5,Months,9.5,Months,"May 24, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,NOR,"October 18, 2024",NA,NA,45,Months,31.5,Months,"February 04, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,OKL,"October 18, 2024",NA,NA,63,Months,46,Months,"August 12, 2019",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,OKC,"October 18, 2024",NA,NA,43.5,Months,40.5,Months,"March 31, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,OMA,"October 18, 2024",NA,NA,13.5,Months,8,Months,"September 28, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
